1395,1410,6
1325,1464,6
1305,1496,6
1283,2184,6
1278,1450,6
1277,1808,6
1252,1384,6
1246,1786,6
1246,1505,6
1228,1981,6
1228,1671,6
1209,1599,6
1189,1773,6
1177,1305,6
1160,1246,6
1141,1771,6
1827,2131,5
1827,1949,5
1773,1940,5
1736,2216,5
1736,1945,5
1632,2230,5
1632,1982,5
1595,1632,5
1585,2114,5
1585,1718,5
1578,2107,5
1525,2163,5
1456,1829,5
1454,1943,5
1441,1450,5
1405,1773,5
1401,1844,5
1395,1612,5
1380,1450,5
1346,1773,5
1305,1927,5
1279,1312,5
1247,1795,5
1244,1608,5
1235,1450,5
1228,2000,5
1228,1802,5
1228,1342,5
1209,1654,5
1209,1621,5
1209,1362,5
1207,1473,5
1179,1629,5
1176,1773,5
1174,2188,5
1140,2001,5
1140,1523,5
1129,2184,5
1127,1450,5
2134,2228,4
1947,2001,4
1943,2164,4
1837,2229,4
1827,2062,4
1808,1932,4
1808,1810,4
1799,1943,4
1754,1968,4
1736,2177,4
1720,1978,4
1692,2003,4
1692,1711,4
1688,1827,4
1673,1808,4
1632,2095,4
1632,1959,4
1632,1834,4
1632,1675,4
1569,1707,4
1569,1699,4
1458,1632,4
1450,1805,4
1397,1851,4
1395,1665,4
1395,1483,4
1376,1714,4
1375,1827,4
1366,1692,4
1305,1617,4
1289,2144,4
1289,2035,4
1289,1690,4
1279,1951,4
1279,1734,4
1271,1808,4
1259,1450,4
1246,1567,4
1246,1403,4
1237,1692,4
1229,1632,4
1228,1619,4
1228,1351,4
1221,1843,4
1212,1625,4
1210,1522,4
1209,1857,4
1209,1826,4
1209,1497,4
1207,1287,4
1203,1795,4
1194,1209,4
1169,1537,4
1168,1246,4
1140,1402,4
1133,1209,4
1131,1632,4
2188,2199,3
2145,2177,3
2050,2170,3
1936,2038,3
1850,2184,3
1849,1873,3
1844,2167,3
1844,2155,3
1827,2089,3
1810,1979,3
1808,2152,3
1773,2092,3
1773,1788,3
1737,1804,3
1736,2024,3
1700,1824,3
1692,2228,3
1692,2125,3
1692,1766,3
1678,1837,3
1658,1808,3
1642,1746,3
1633,1808,3
1632,2101,3
1610,1986,3
1594,1936,3
1585,1909,3
1585,1735,3
1582,1773,3
1580,1773,3
1579,1736,3
1571,2225,3
1571,2022,3
1565,1585,3
1492,2162,3
1492,1630,3
1482,1910,3
1477,1808,3
1457,1773,3
1456,1897,3
1450,2117,3
1442,1453,3
1428,1816,3
1427,2210,3
1385,2039,3
1376,1742,3
1363,1808,3
1352,1444,3
1338,1692,3
1337,2146,3
1337,1848,3
1333,1726,3
1317,1773,3
1314,1632,3
1305,1319,3
1293,2210,3
1291,1827,3
1287,1292,3
1282,1943,3
1279,2113,3
1279,1817,3
1279,1779,3
1274,1347,3
1273,1692,3
1263,1279,3
1249,1289,3
1228,2029,3
1228,2006,3
1228,1903,3
1228,1349,3
1228,1323,3
1228,1245,3
1225,2128,3
1218,1875,3
1209,2032,3
1209,2010,3
1209,1593,3
1209,1418,3
1209,1389,3
1209,1356,3
1209,1254,3
1207,2202,3
1206,1600,3
1188,1852,3
1181,1902,3
1171,1482,3
1169,2150,3
1169,1399,3
1161,2042,3
1141,2103,3
1141,2071,3
1141,1985,3
1141,1896,3
1141,1807,3
1141,1717,3
1141,1408,3
1140,2198,3
1140,1931,3
2100,2141,2
2091,2228,2
2086,2118,2
2025,2174,2
1996,2184,2
1980,2188,2
1963,2184,2
1961,2194,2
1944,1973,2
1943,2169,2
1925,2184,2
1885,2173,2
1882,2099,2
1878,2158,2
1878,1921,2
1873,2200,2
1865,1881,2
1849,1975,2
1844,1956,2
1844,1888,2
1828,2051,2
1827,2213,2
1827,2181,2
1827,2008,2
1819,2170,2
1811,1837,2
1808,2215,2
1808,2069,2
1808,1958,2
1792,1836,2
1791,2024,2
1773,2149,2
1773,1969,2
1770,1808,2
1768,1808,2
1764,1943,2
1751,1800,2
1747,2001,2
1736,2048,2
1736,1767,2
1727,1846,2
1725,1930,2
1723,1860,2
1721,1808,2
1693,1833,2
1692,1972,2
1692,1939,2
1688,1957,2
1684,2169,2
1679,1808,2
1677,2224,2
1672,1844,2
1671,1725,2
1671,1705,2
1667,1917,2
1643,2189,2
1632,2017,2
1632,1733,2
1632,1706,2
1632,1674,2
1632,1634,2
1615,1632,2
1603,1736,2
1597,1691,2
1596,2183,2
1596,2072,2
1571,1835,2
1569,2064,2
1569,1839,2
1568,2001,2
1563,1837,2
1552,1780,2
1543,1832,2
1537,2204,2
1513,1827,2
1511,2148,2
1511,1929,2
1510,2043,2
1502,1630,2
1500,2011,2
1492,2151,2
1487,2184,2
1478,1773,2
1471,2001,2
1470,1793,2
1464,1689,2
1453,2138,2
1453,1866,2
1452,1460,2
1450,2088,2
1445,1677,2
1444,1993,2
1434,1773,2
1407,1835,2
1400,1839,2
1396,1625,2
1395,1884,2
1388,1719,2
1384,1415,2
1381,1515,2
1370,1720,2
1353,1736,2
1331,1932,2
1308,2068,2
1305,1350,2
1289,1998,2
1289,1716,2
1289,1546,2
1289,1529,2
1284,1827,2
1272,1773,2
1251,1532,2
1246,1941,2
1246,1758,2
1241,1808,2
1238,1827,2
1231,1808,2
1228,1613,2
1228,1524,2
1228,1436,2
1228,1320,2
1222,1228,2
1220,1571,2
1218,2037,2
1209,2086,2
1209,2061,2
1209,1730,2
1209,1647,2
1209,1623,2
1209,1416,2
1209,1412,2
1207,2067,2
1207,1264,2
1205,1808,2
1201,1900,2
1199,2211,2
1197,2184,2
1192,1204,2
1187,1240,2
1184,1773,2
1179,1756,2
1179,1202,2
1178,1228,2
1166,2184,2
1165,1919,2
1164,1305,2
1149,1395,2
1148,1289,2
1146,1943,2
1141,1991,2
1141,1988,2
1141,1904,2
1141,1605,2
1141,1335,2
1140,2109,2
1140,2021,2
1140,1729,2
1140,1425,2
1140,1310,2
1140,1261,2
1139,1632,2
1138,1365,2
2205,2208,1
2184,2191,1
2184,2186,1
2176,2188,1
2169,2222,1
2154,2199,1
2134,2141,1
2122,2153,1
2111,2162,1
2110,2184,1
2095,2168,1
2086,2153,1
2081,2142,1
2077,2150,1
2073,2223,1
2063,2098,1
2062,2079,1
2057,2181,1
2045,2055,1
2040,2118,1
2033,2122,1
2029,2078,1
2015,2136,1
2004,2188,1
2001,2047,1
1995,2121,1
1995,2119,1
1992,2181,1
1989,2184,1
1986,2080,1
1976,2107,1
1975,2036,1
1971,2066,1
1967,2114,1
1960,2064,1
1953,2224,1
1950,2219,1
1948,1959,1
1946,2001,1
1943,2201,1
1938,2019,1
1937,1943,1
1928,2184,1
1927,2043,1
1924,2108,1
1923,2001,1
1922,2068,1
1920,2225,1
1914,2152,1
1912,2001,1
1907,2117,1
1902,2184,1
1894,2042,1
1887,2078,1
1886,2002,1
1885,2116,1
1884,1908,1
1879,2159,1
1876,2097,1
1875,2187,1
1874,2144,1
1872,1976,1
1868,2219,1
1867,2184,1
1865,2207,1
1865,1974,1
1865,1871,1
1862,2107,1
1858,2070,1
1854,1946,1
1852,1990,1
1848,1856,1
1843,1855,1
1841,2133,1
1837,2175,1
1832,2056,1
1831,2012,1
1827,2185,1
1827,2161,1
1827,2104,1
1824,1934,1
1820,1849,1
1815,1822,1
1814,2147,1
1814,2091,1
1814,1999,1
1813,1827,1
1812,1943,1
1808,2227,1
1808,2197,1
1808,2129,1
1808,2090,1
1808,2081,1
1808,2045,1
1798,1997,1
1794,2219,1
1785,2184,1
1784,2190,1
1784,1943,1
1782,2196,1
1774,2011,1
1773,2102,1
1773,1926,1
1773,1861,1
1769,2117,1
1766,1977,1
1765,2129,1
1763,2114,1
1760,1878,1
1759,2184,1
1753,1827,1
1749,2218,1
1748,1827,1
1747,1821,1
1745,1808,1
1744,2169,1
1743,2219,1
1742,2082,1
1741,2021,1
1740,1877,1
1739,1925,1
1736,1738,1
1731,2058,1
1728,2196,1
1720,1983,1
1707,1775,1
1704,1845,1
1700,2212,1
1698,2133,1
1696,1743,1
1694,1914,1
1692,2132,1
1692,1701,1
1688,1825,1
1685,2166,1
1681,1808,1
1680,2055,1
1667,2112,1
1667,1942,1
1666,2189,1
1662,1858,1
1661,2188,1
1657,1736,1
1656,1768,1
1652,1713,1
1651,2184,1
1650,2032,1
1649,1827,1
1648,1704,1
1646,2218,1
1645,1825,1
1644,2001,1
1642,2106,1
1639,1710,1
1638,1889,1
1637,2172,1
1636,2199,1
1632,2195,1
1632,2123,1
1632,2087,1
1632,2030,1
1632,2009,1
1632,1809,1
1632,1724,1
1632,1715,1
1631,2184,1
1628,1864,1
1626,2015,1
1625,1899,1
1622,1869,1
1620,2062,1
1611,1784,1
1608,1883,1
1605,1682,1
1601,2184,1
1598,2059,1
1598,1606,1
1592,2062,1
1591,2058,1
1589,2185,1
1585,2018,1
1585,1895,1
1581,1665,1
1576,2023,1
1575,1773,1
1573,2011,1
1572,2039,1
1571,1965,1
1571,1635,1
1570,2184,1
1569,1776,1
1564,1837,1
1560,2034,1
1560,1994,1
1560,1893,1
1560,1892,1
1560,1762,1
1558,1773,1
1556,2137,1
1555,1885,1
1554,1692,1
1553,1571,1
1551,2073,1
1550,2184,1
1548,1625,1
1547,1585,1
1545,1827,1
1544,2208,1
1542,1626,1
1541,1625,1
1540,2080,1
1539,2202,1
1535,2181,1
1533,1808,1
1531,2119,1
1530,2184,1
1528,2094,1
1527,1808,1
1525,2052,1
1525,1987,1
1525,1952,1
1520,2217,1
1519,1716,1
1514,1692,1
1509,1585,1
1508,2188,1
1504,1688,1
1503,1944,1
1501,2188,1
1499,1949,1
1498,2230,1
1495,2206,1
1492,2053,1
1492,1670,1
1490,1835,1
1488,1885,1
1486,1786,1
1485,1526,1
1484,1773,1
1480,2099,1
1479,1927,1
1476,1939,1
1467,1933,1
1467,1598,1
1466,1632,1
1465,1665,1
1464,2084,1
1464,1796,1
1462,1773,1
1459,2108,1
1455,1688,1
1453,1516,1
1452,2157,1
1450,2165,1
1449,2050,1
1448,1808,1
1447,1808,1
1445,1559,1
1443,1653,1
1440,1534,1
1440,1496,1
1439,1662,1
1439,1562,1
1438,1970,1
1438,1581,1
1433,2072,1
1432,1808,1
1430,1780,1
1427,2041,1
1426,1627,1
1424,2188,1
1422,2038,1
1421,1773,1
1420,1516,1
1417,1790,1
1414,2224,1
1404,2086,1
1398,2139,1
1397,2120,1
1393,1834,1
1391,1999,1
1386,2105,1
1384,1609,1
1379,2188,1
1378,1885,1
1375,1392,1
1373,2042,1
1371,1692,1
1368,1642,1
1367,1975,1
1364,1962,1
1364,1736,1
1360,1868,1
1358,1859,1
1357,1571,1
1349,1984,1
1348,1505,1
1343,1954,1
1338,2156,1
1337,1676,1
1336,2054,1
1334,1348,1
1332,1665,1
1330,1864,1
1327,1773,1
1325,1702,1
1321,2073,1
1315,1778,1
1313,2058,1
1312,1588,1
1310,1419,1
1309,2223,1
1305,2182,1
1305,1659,1
1304,2018,1
1303,1827,1
1302,2115,1
1301,2184,1
1300,1472,1
1298,1641,1
1297,1638,1
1296,1831,1
1295,1873,1
1289,2060,1
1288,1833,1
1287,1299,1
1286,1827,1
1285,1686,1
1280,1863,1
1274,1797,1
1274,1789,1
1268,1875,1
1262,1808,1
1260,1904,1
1258,1492,1
1256,1827,1
1255,2068,1
1250,1460,1
1248,1941,1
1246,2203,1
1246,2066,1
1246,1890,1
1246,1847,1
1246,1664,1
1246,1413,1
1242,2138,1
1239,1870,1
1236,2184,1
1233,1847,1
1230,2115,1
1228,1604,1
1228,1506,1
1228,1382,1
1228,1253,1
1226,2046,1
1226,1437,1
1224,1978,1
1221,1468,1
1219,2201,1
1219,1616,1
1217,1395,1
1216,1452,1
1213,1632,1
1211,1607,1
1209,1660,1
1209,1624,1
1209,1586,1
1209,1507,1
1209,1475,1
1209,1394,1
1209,1266,1
1209,1234,1
1208,1690,1
1204,1885,1
1200,1842,1
1200,1369,1
1199,1772,1
1198,1246,1
1195,1274,1
1193,1773,1
1190,1773,1
1188,1869,1
1188,1587,1
1185,1228,1
1182,1627,1
1175,2198,1
1173,1450,1
1172,1199,1
1170,1209,1
1169,2127,1
1167,2169,1
1163,2107,1
1159,1209,1
1157,1284,1
1156,1571,1
1155,2059,1
1152,1228,1
1151,2072,1
1147,2031,1
1145,1634,1
1144,1632,1
1143,2066,1
1142,1570,1
1141,2143,1
1141,1830,1
1141,1757,1
1141,1590,1
1141,1518,1
1141,1387,1
1141,1339,1
1140,2074,1
1140,1880,1
1140,1859,1
1140,1614,1
1140,1493,1
1137,1598,1
1135,2150,1
1134,2218,1
1128,2054,1
1126,2169,1
1124,1538,1
1122,1632,1
1121,1415,1
1119,2151,1
1117,1703,1
